Date,AAPL,ABT,AMZN,AVGO,BA,BAC,BRK-B,CAT,CMCSA,COST,CRM,CSCO,CVX,DIS,GE,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MS,MSFT,NKE,NVDA,ORCL,PEP,PFE,PG,PM,QCOM,SAP,SBUX,TMO,TXN,UNH,UPS,V,VZ,WFC,WMT,XOM
2013-01-02,16.61221694946289,25.018190383911133,12.865500450134277,2.367877244949341,64.5838623046875,9.448624610900879,93.19999694824219,67.33031463623047,14.501776695251465,79.99134063720703,42.278804779052734,13.740813255310059,64.355712890625,45.38582992553711,81.73011779785156,17.963621139526367,103.16698455810547,47.025089263916016,44.4483757019043,113.85723876953125,15.289292335510254,49.25477981567383,31.643390655517578,25.080690383911133,37.893898010253906,47.261070251464844,63.92451858520508,27.805768966674805,26.21316146850586,14.281328201293945,22.242876052856445,21.999902725219727,0.2934343218803406,28.839981079101562,47.11294937133789,14.44806957244873,47.9806022644043,46.073368072509766,45.48500061035156,67.15247344970703,21.444984436035156,62.139808654785156,22.60666847229004,44.273193359375,48.7125244140625,35.417259216308594,22.960838317871094,24.324424743652344,17.82080078125,52.3902702331543
2013-01-03,16.402524948120117,25.97052574157715,12.923999786376953,2.38024640083313,64.9190673828125,9.393651962280273,93.62000274658203,67.97840881347656,14.339890480041504,80.81132507324219,41.67118453979492,13.8151216506958,64.08169555664062,45.48353958129883,80.81095123291016,17.97405433654785,102.6028060913086,46.891746520996094,44.61998748779297,113.23100280761719,15.246381759643555,49.18525695800781,31.57961654663086,25.080690383911133,38.05464553833008,47.32868194580078,64.28631591796875,27.577363967895508,26.840904235839844,14.252208709716797,21.944913864135742,22.224822998046875,0.29366496205329895,28.52407455444336,47.13332748413086,14.414602279663086,47.67635726928711,45.60594177246094,45.27427291870117,65.56328582763672,21.589248657226562,61.948631286621094,22.31279945373535,42.20320129394531,48.75721740722656,35.4445915222168,22.85192108154297,24.123165130615234,17.707555770874023,52.2957878112793
2013-01-04,15.945634841918945,25.814395904541016,12.957500457763672,2.3649654388427734,65.1033935546875,9.511458396911621,93.8499984741211,68.35285949707031,14.332359313964844,80.55115509033203,41.89348220825195,13.835384368896484,64.41985321044922,46.35395431518555,81.19398498535156,18.329227447509766,105.40022277832031,46.8028564453125,45.53298568725586,112.48873901367188,15.131969451904297,49.748451232910156,32.13936233520508,25.120712280273438,39.46293258666992,47.32683563232422,63.73299789428711,28.560495376586914,26.612642288208008,14.69621753692627,21.53420066833496,22.44127082824707,0.3033539652824402,28.773475646972656,47.2012825012207,14.475947380065918,47.77316665649414,45.95650100708008,44.6069221496582,65.5388412475586,21.714019775390625,62.4935302734375,22.263830184936523,42.28438186645508,48.878509521484375,35.734092712402344,22.97640037536621,24.248088836669922,17.77447509765625,52.537906646728516
2013-01-07,15.851841926574707,26.025161743164062,13.42300033569336,2.351867914199829,63.7961311340332,9.495750427246094,93.44999694824219,68.56169128417969,14.268364906311035,79.92823028564453,41.73787307739258,13.707038879394531,63.982574462890625,45.2703742980957,80.92586517333984,18.249248504638672,105.20431518554688,46.550994873046875,45.55356979370117,111.9958267211914,15.196331024169922,49.644134521484375,32.174800872802734,24.880577087402344,39.409358978271484,48.14699935913086,64.48491668701172,29.21591567993164,26.707759857177734,14.412343978881836,21.49393653869629,22.47520637512207,0.2945878207683563,28.62383270263672,47.19448471069336,14.487103462219238,47.448184967041016,45.81308364868164,44.96518325805664,65.02542877197266,21.725719451904297,62.981082916259766,22.333791732788086,42.28438186645508,48.73806381225586,35.98938751220703,23.178674697875977,24.13011932373047,17.604598999023438,51.929603576660156
2013-01-08,15.894508361816406,26.032970428466797,13.319000244140625,2.3358585834503174,62.12014389038086,9.409351348876953,93.80999755859375,67.69035339355469,14.36624526977539,79.77843475341797,41.98240661621094,13.720545768737793,63.69694900512695,45.08385467529297,80.04500579833984,18.213237762451172,104.25619506835938,46.832496643066406,45.12797546386719,111.83930206298828,15.0819091796875,49.651084899902344,32.23856735229492,24.707149505615234,39.707862854003906,47.9885368347168,64.50619506835938,28.858415603637695,26.745798110961914,14.303156852722168,21.38119125366211,22.237560272216797,0.28812846541404724,28.632137298583984,47.337196350097656,14.509405136108398,47.372108459472656,45.72808837890625,44.89493942260742,65.10694122314453,21.686729431152344,62.589134216308594,22.074909210205078,41.72427749633789,48.60403060913086,36.32445526123047,22.6146240234375,24.088472366333008,17.65350341796875,52.254425048828125
2013-01-09,15.646088600158691,26.20470428466797,13.317500114440918,2.387523651123047,64.3240737915039,8.977375030517578,93.31999969482422,68.00724029541016,14.464130401611328,79.81784057617188,42.44181823730469,13.71379280090332,63.86015701293945,45.10162353515625,80.23648834228516,18.332950592041016,105.25135803222656,46.79545974731445,45.67713165283203,111.5204086303711,15.339350700378418,49.87358093261719,32.21731185913086,24.700483322143555,40.54210662841797,49.33878707885742,64.4139633178711,30.37779998779297,27.005775451660156,14.281328201293945,21.50198745727539,22.258769989013672,0.2816693186759949,28.64877700805664,47.57505416870117,14.760334014892578,47.62796401977539,45.590003967285156,45.576332092285156,65.23731994628906,21.300716400146484,64.74966430664062,22.3897647857666,42.511661529541016,49.15300750732422,36.87833786010742,22.562150955200195,24.088472366333008,17.648357391357422,52.05363082885742
2013-01-10,15.840038299560547,26.42327880859375,13.267000198364258,2.43919038772583,64.60061645507812,9.252266883850098,94.6500015258789,68.46808624267578,14.494243621826172,79.43151092529297,42.76044845581055,13.808366775512695,64.40234375,45.110496520996094,81.07906341552734,18.41640853881836,107.6412582397461,47.12879943847656,45.59476852416992,111.84512329101562,15.589648246765137,50.19343185424805,32.69911575317383,24.65377426147461,40.75642395019531,48.89950942993164,64.83247375488281,31.082874298095703,27.126245498657227,14.805412292480469,21.3087100982666,22.30121421813965,0.28213071823120117,29.022876739501953,48.1186637878418,14.922045707702637,47.89762878417969,46.365501403808594,45.50608444213867,67.15247344970703,21.265623092651367,64.56806182861328,22.690635681152344,43.112361907958984,49.919010162353516,36.586578369140625,22.871723175048828,24.56732940673828,17.59430694580078,52.62059020996094
2013-01-11,15.742915153503418,26.156770706176758,13.397000312805176,2.4988605976104736,62.98330307006836,9.134455680847168,94.38999938964844,68.54727935791016,14.479183197021484,79.06881713867188,42.8172607421875,13.835384368896484,65.13691711425781,44.923980712890625,80.92586517333984,18.379398345947266,107.45317840576172,47.188072204589844,45.519256591796875,112.7554931640625,15.732672691345215,50.30467987060547,32.6920166015625,24.62042808532715,40.649269104003906,48.994964599609375,65.06655883789062,31.499961853027344,27.41158676147461,14.681666374206543,21.60668182373047,22.53462028503418,0.2816693186759949,28.981321334838867,48.16624450683594,14.78821086883545,47.86306381225586,47.39596176147461,45.590389251708984,66.6471939086914,21.448875427246094,64.57765197753906,22.683631896972656,42.87696838378906,49.74027633666992,36.734745025634766,22.719552993774414,24.359130859375,17.663803100585938,52.92177200317383
2013-01-14,15.181649208068848,26.148927688598633,13.636500358581543,2.5155961513519287,64.14810943603516,9.00879192352295,95.36000061035156,68.14401245117188,14.652361869812012,79.1397476196289,42.98027801513672,14.166410446166992,65.78985595703125,44.932865142822266,80.88758087158203,17.963621139526367,106.66962432861328,47.025089263916016,45.82816696166992,111.6943359375,15.732672691345215,50.450687408447266,32.507816314697266,24.67378807067871,40.41200637817383,48.515872955322266,64.9246826171875,30.73530387878418,27.481332778930664,14.608879089355469,21.654998779296875,22.57282066345215,0.2814386487007141,29.06444549560547,48.444862365722656,14.910897254943848,48.14655303955078,47.31098556518555,45.126747131347656,66.72867584228516,21.316308975219727,64.587158203125,22.62765884399414,43.31529998779297,50.5828971862793,36.61847686767578,22.347028732299805,24.13011932373047,17.578866958618164,52.90407180786133
2013-01-15,14.702662467956543,25.882427215576172,13.595000267028809,2.464658498764038,64.47490692138672,9.071623802185059,95.36000061035156,68.8929443359375,14.757779121398926,79.75479125976562,43.13835906982422,14.173169136047363,66.1338119506836,45.376956939697266,81.19398498535156,18.00535011291504,106.2464828491211,47.37326431274414,45.910545349121094,111.62474822998047,15.646852493286133,50.318580627441406,32.840824127197266,24.8939208984375,40.78704071044922,48.45003890991211,64.91051483154297,29.89120101928711,27.18332862854004,14.870920181274414,21.912700653076172,22.7637939453125,0.2763634920120239,28.848291397094727,48.6555061340332,14.843976974487305,48.31940841674805,47.23131561279297,45.26725387573242,63.19992446899414,21.24223518371582,64.7592544555664,22.585678100585938,43.5263671875,50.64035415649414,36.572914123535156,22.021718978881836,24.366071701049805,17.753887176513672,52.874542236328125
